TermID, Name, Frequency, PlotX, PlotY, LogSize, Value, Uniqueness, Dispensability, Representative, Eliminated
GO:0031400," ""negative regulation of protein modification process""",0.188, null, null,4.632,-3.458,0.618,0.893,48523, True
GO:0009892," ""negative regulation of metabolic process""",1.75, null, null,5.602,-12.456,0.601,0.91,48523, True
GO:0031324," ""negative regulation of cellular metabolic process""",1.406, null, null,5.507,-13.514,0.593,0.924,48523, True
GO:0010605," ""negative regulation of macromolecule metabolic process""",1.653, null, null,5.577,-12.232,0.592,0.95,48523, True
GO:0045892," ""negative regulation of transcription DNA-templated""",0.665, null, null,5.182,-6.567,0.605,0.962,48523, True
GO:0051253," ""negative regulation of RNA metabolic process""",0.694, null, null,5.201,-6.78,0.607,0.973,48523, True
GO:0010558," ""negative regulation of macromolecule biosynthetic process""",0.882, null, null,5.305,-10.24,0.608,0.983,48523, True
GO:1902679," ""negative regulation of RNA biosynthetic process""",0.665, null, null,5.182,-6.516,0.605,0.984,48523, True
GO:0031327," ""negative regulation of cellular biosynthetic process""",0.908, null, null,5.317,-8.1,0.6,0.986,48523, True
GO:1903507," ""negative regulation of nucleic acid-templated transcription""",0.665, null, null,5.182,-6.533,0.605,0.993,48523, True
GO:0065007," ""biological regulation""",22.821,-5.564,-3.417,6.717,-3.915,1,0,-1, False
GO:0071310," ""cellular response to organic substance""",0.683,5.194,-3.9,5.193,-9.096,0.886,0,-1, False
GO:0070887," ""cellular response to chemical stimulus""",1.821, null, null,5.619,-7.369,0.887,0.731,71310, True
GO:1901701," ""cellular response to oxygen-containing compound""",0.406, null, null,4.968,-2.454,0.897,0.75,71310, True
GO:0010033," ""response to organic substance""",0.993, null, null,5.356,-6.242,0.901,0.763,71310, True
GO:0019221," ""cytokine-mediated signaling pathway""",0.104, null, null,4.376,-2.121,0.699,0.77,71310, True
GO:0071363," ""cellular response to growth factor stimulus""",0.109, null, null,4.398,-3.656,0.901,0.774,71310, True
GO:0070848," ""response to growth factor""",0.112, null, null,4.409,-3.087,0.909,0.775,71310, True
GO:0034097," ""response to cytokine""",0.171, null, null,4.593,-3.234,0.906,0.804,71310, True
GO:0033993," ""response to lipid""",0.19, null, null,4.639,-2.51,0.905,0.812,71310, True
GO:0071345," ""cellular response to cytokine stimulus""",0.159, null, null,4.56,-1.896,0.897,0.955,71310, True
GO:0048659," ""smooth muscle cell proliferation""",0.001,-1.893,-2.77,2.127,-1.618,0.996,0.006,-1, False
GO:0016049," ""cell growth""",0.04,1.287,-4.721,3.962,-1.325,0.995,0.008,-1, False
GO:0006898," ""receptor-mediated endocytosis""",0.052,-1.102,-6.268,4.079,-2.919,0.987,0.008,-1, False
GO:0008283," ""cell population proliferation""",0.101,0.053,-4.635,4.362,-2.551,0.995,0.008,-1, False
GO:0006915," ""apoptotic process""",0.218,2.827,-6.713,4.699,-5.136,0.982,0.009,-1, False
GO:0070997," ""neuron death""",0.01, null, null,3.372,-2.866,0.985,0.778,6915, True
GO:0012501," ""programmed cell death""",0.248, null, null,4.753,-4.678,0.982,0.982,6915, True
GO:0008219," ""cell death""",0.256,1.904,-6.898,4.767,-5.607,0.994,0.009,-1, False
GO:0006351," ""transcription DNA-templated""",2.005,-3.418,5.271,5.661,-8.804,0.898,0.011,-1, False
GO:0006366," ""transcription by RNA polymerase II""",0.219, null, null,4.7,-9.136,0.921,0.761,6351, True
GO:0097659," ""nucleic acid-templated transcription""",2.031, null, null,5.667,-8.78,0.904,0.952,6351, True
GO:0006996," ""organelle organization""",4.279,-3.854,-4.525,5.99,-7.79,0.944,0.014,-1, False
GO:0044085," ""cellular component biogenesis""",4.965, null, null,6.055,-2.751,0.947,0.706,6996, True
GO:0022607," ""cellular component assembly""",2.655, null, null,5.783,-2.812,0.947,0.707,6996, True
GO:0065003," ""protein-containing complex assembly""",1.448, null, null,5.52,-1.384,0.95,0.726,6996, True
GO:0016043," ""cellular component organization""",7.49, null, null,6.234,-12.764,0.944,0.777,6996, True
GO:0071840," ""cellular component organization or biogenesis""",9.154,-1.224,-4.228,6.321,-13.19,0.991,0.018,-1, False
GO:0009056," ""catabolic process""",5.897,-6.081,-2.958,6.13,-1.567,0.976,0.052,-1, False
GO:0043170," ""macromolecule metabolic process""",34.507,-4.215,0.589,6.897,-20.211,0.952,0.107,-1, False
GO:0046483," ""heterocycle metabolic process""",21.847,-5.537,1.253,6.698,-9.161,0.947,0.135,-1, False
GO:0009058," ""biosynthetic process""",24.708,-5.808,-1.647,6.752,-14.939,0.966,0.142,-1, False
GO:0007041," ""lysosomal transport""",0.022,-0.252,-6.469,3.702,-2.063,0.99,0.169,-1, False
GO:0009057," ""macromolecule catabolic process""",2.208,-1.896,7.631,5.703,-4.279,0.937,0.18,-1, False
GO:0044248," ""cellular catabolic process""",4.061, null, null,5.968,-1.791,0.945,0.759,9057, True
GO:0006793," ""phosphorus metabolic process""",14.335,-6.418,1.237,6.515,-5.066,0.953,0.186,-1, False
GO:0016477," ""cell migration""",0.206,-0.713,-6.689,4.673,-1.304,0.989,0.189,-1, False
GO:0001672," ""regulation of chromatin assembly or disassembly""",0.012,7.462,1.306,3.438,-1.366,0.8,0.202,-1, False
GO:0044237," ""cellular metabolic process""",51.477,-5.727,-0.114,7.071,-16.495,0.951,0.202,-1, False
GO:0050792," ""regulation of viral process""",0.027,4.099,5.594,3.798,-1.481,0.813,0.203,-1, False
GO:1901360," ""organic cyclic compound metabolic process""",22.607,-3.63,-0.241,6.713,-7.024,0.957,0.209,-1, False
GO:0006725," ""cellular aromatic compound metabolic process""",21.889,-5.822,1.504,6.699,-8.329,0.947,0.212,-1, False
GO:0006807," ""nitrogen compound metabolic process""",45.593,-5.694,-0.555,7.018,-16.217,0.959,0.241,-1, False
GO:1901564," ""organonitrogen compound metabolic process""",32.36,-3.783,2.227,6.869,-10.225,0.939,0.243,-1, False
GO:0002682," ""regulation of immune system process""",0.288,6.15,4.288,4.818,-3.369,0.774,0.252,-1, False
GO:0044238," ""primary metabolic process""",49.956,-5.093,-0.449,7.058,-15,0.958,0.257,-1, False
GO:0045595," ""regulation of cell differentiation""",0.295,5.255,4.408,4.829,-4.281,0.757,0.269,-1, False
GO:0042127," ""regulation of cell population proliferation""",0.296,4.262,1.974,4.831,-4.281,0.765,0.269,-1, False
GO:0051239," ""regulation of multicellular organismal process""",0.553,4.05,2.896,5.102,-3.427,0.761,0.271,-1, False
GO:0010941," ""regulation of cell death""",0.357,6.761,2.222,4.912,-5.024,0.761,0.275,-1, False
GO:0071704," ""organic substance metabolic process""",55.166,-5.293,-0.054,7.101,-15.29,0.956,0.278,-1, False
GO:0044087," ""regulation of cellular component biogenesis""",0.459,6.325,1.835,5.021,-2.556,0.756,0.282,-1, False
GO:0006468," ""protein phosphorylation""",4.24,-1.97,6.065,5.986,-8.319,0.898,0.288,-1, False
GO:0006464," ""cellular protein modification process""",8.917, null, null,6.309,-14.426,0.894,0.789,6468, True
GO:0036211," ""protein modification process""",8.917, null, null,6.309,-14.426,0.909,0.808,6468, True
GO:0023051," ""regulation of signaling""",0.987,6.266,2.311,5.353,-7.606,0.747,0.289,-1, False
GO:0050790," ""regulation of catalytic activity""",1.909,4.485,3.824,5.64,-6.979,0.689,0.292,-1, False
GO:0043087," ""regulation of GTPase activity""",0.157, null, null,4.556,-2.108,0.75,0.729,50790, True
GO:0043085," ""positive regulation of catalytic activity""",0.374, null, null,4.932,-4.516,0.725,0.796,50790, True
GO:0051338," ""regulation of transferase activity""",0.415, null, null,4.977,-5.742,0.729,0.804,50790, True
GO:0044093," ""positive regulation of molecular function""",0.46, null, null,5.022,-4.169,0.728,0.813,50790, True
GO:0044092," ""negative regulation of molecular function""",0.57, null, null,5.115,-3.318,0.722,0.832,50790, True
GO:0051347," ""positive regulation of transferase activity""",0.191, null, null,4.641,-2.272,0.728,0.904,50790, True
GO:0065009," ""regulation of molecular function""",2.07,4.464,3.271,5.675,-6.09,0.743,0.296,-1, False
GO:0048583," ""regulation of response to stimulus""",1.204,4.544,2.579,5.44,-11.234,0.742,0.296,-1, False
GO:0050793," ""regulation of developmental process""",1.284,4.886,3.58,5.468,-4.551,0.74,0.298,-1, False
GO:0009966," ""regulation of signal transduction""",0.89,5.403,1.949,5.308,-10.627,0.67,0.304,-1, False
GO:0032103," ""positive regulation of response to external stimulus""",0.08, null, null,4.261,-3.364,0.667,0.737,9966, True
GO:0002831," ""regulation of response to biotic stimulus""",0.082, null, null,4.274,-3.59,0.749,0.739,9966, True
GO:0080135," ""regulation of cellular response to stress""",0.182, null, null,4.619,-3.984,0.723,0.792,9966, True
GO:0032101," ""regulation of response to external stimulus""",0.211, null, null,4.684,-3.775,0.73,0.803,9966, True
GO:0031349," ""positive regulation of defense response""",0.048, null, null,4.044,-2.539,0.676,0.812,9966, True
GO:0043408," ""regulation of MAPK cascade""",0.153, null, null,4.543,-2.525,0.714,0.817,9966, True
GO:0080134," ""regulation of response to stress""",0.341, null, null,4.892,-6.071,0.719,0.84,9966, True
GO:0048585," ""negative regulation of response to stimulus""",0.42, null, null,4.983,-3.61,0.635,0.857,9966, True
GO:0045088," ""regulation of innate immune response""",0.044, null, null,4.002,-1.334,0.748,0.86,9966, True
GO:0048584," ""positive regulation of response to stimulus""",0.477, null, null,5.037,-6.47,0.623,0.867,9966, True
GO:0031347," ""regulation of defense response""",0.134, null, null,4.485,-2.977,0.736,0.876,9966, True
GO:0009967," ""positive regulation of signal transduction""",0.329, null, null,4.877,-5.164,0.614,0.877,9966, True
GO:0009968," ""negative regulation of signal transduction""",0.342, null, null,4.893,-5.595,0.621,0.88,9966, True
GO:0023057," ""negative regulation of signaling""",0.355, null, null,4.909,-3.7,0.661,0.883,9966, True
GO:0023056," ""positive regulation of signaling""",0.358, null, null,4.913,-3.737,0.649,0.883,9966, True
GO:0010648," ""negative regulation of cell communication""",0.356, null, null,4.91,-3.743,0.652,0.884,9966, True
GO:0010647," ""positive regulation of cell communication""",0.36, null, null,4.915,-3.559,0.642,0.885,9966, True
GO:0043410," ""positive regulation of MAPK cascade""",0.099, null, null,4.355,-1.943,0.647,0.888,9966, True
GO:1902531," ""regulation of intracellular signal transduction""",0.475, null, null,5.036,-6.057,0.687,0.909,9966, True
GO:1902533," ""positive regulation of intracellular signal transduction""",0.214, null, null,4.69,-5.021,0.626,0.946,9966, True
GO:0010646," ""regulation of cell communication""",0.982,5.781,2.046,5.351,-7.211,0.738,0.307,-1, False
GO:0044260," ""cellular macromolecule metabolic process""",25.538,-3.196,4.43,6.766,-26.842,0.911,0.308,-1, False
GO:0051128," ""regulation of cellular component organization""",1,5.011,2.078,5.359,-9.47,0.737,0.308,-1, False
GO:0007178," ""transmembrane receptor protein serine/threonine kinase signaling pathway""",0.079,5.367,-0.386,4.257,-2.532,0.729,0.324,-1, False
GO:0007167," ""enzyme linked receptor protein signaling pathway""",0.223, null, null,4.707,-1.972,0.707,0.708,7178, True
GO:0048519," ""negative regulation of biological process""",2.524,5.05,2.597,5.761,-15.32,0.721,0.325,-1, False
GO:0048518," ""positive regulation of biological process""",2.158,4.977,3.086,5.693,-11.987,0.726,0.325,-1, False
GO:0006357," ""regulation of transcription by RNA polymerase II""",1.728,6.018,2.998,5.597,-8.588,0.662,0.329,-1, False
GO:0048522," ""positive regulation of cellular process""",1.99,5.308,3.726,5.658,-12.286,0.607,0.335,-1, False
GO:0010628," ""positive regulation of gene expression""",0.281, null, null,4.808,-1.822,0.633,0.767,48522, True
GO:0032270," ""positive regulation of cellular protein metabolic process""",0.481, null, null,5.041,-3.927,0.584,0.811,48522, True
GO:0051247," ""positive regulation of protein metabolic process""",0.496, null, null,5.055,-3.942,0.591,0.814,48522, True
GO:0045893," ""positive regulation of transcription DNA-templated""",0.701, null, null,5.205,-6.582,0.589,0.846,48522, True
GO:0032147," ""activation of protein kinase activity""",0.101, null, null,4.362,-4.156,0.568,0.863,48522, True
GO:0010604," ""positive regulation of macromolecule metabolic process""",1.332, null, null,5.484,-11.362,0.581,0.911,48522, True
GO:0009893," ""positive regulation of metabolic process""",1.408, null, null,5.508,-11.851,0.59,0.918,48522, True
GO:0045935," ""positive regulation of nucleobase-containing compound metabolic process""",0.834, null, null,5.28,-7.629,0.588,0.923,48522, True
GO:0009891," ""positive regulation of biosynthetic process""",0.85, null, null,5.288,-5.188,0.596,0.925,48522, True
GO:0033674," ""positive regulation of kinase activity""",0.152, null, null,4.542,-2.342,0.568,0.933,48522, True
GO:0031401," ""positive regulation of protein modification process""",0.263, null, null,4.78,-2.061,0.593,0.936,48522, True
GO:0045944," ""positive regulation of transcription by RNA polymerase II""",0.393, null, null,4.954,-4.439,0.607,0.938,48522, True
GO:0045860," ""positive regulation of protein kinase activity""",0.132, null, null,4.478,-2.219,0.56,0.957,48522, True
GO:0001934," ""positive regulation of protein phosphorylation""",0.184, null, null,4.623,-1.771,0.576,0.965,48522, True
GO:0051173," ""positive regulation of nitrogen compound metabolic process""",1.258, null, null,5.459,-10.582,0.582,0.967,48522, True
GO:0051254," ""positive regulation of RNA metabolic process""",0.784, null, null,5.254,-7.081,0.588,0.968,48522, True
GO:0010557," ""positive regulation of macromolecule biosynthetic process""",0.819, null, null,5.272,-5.595,0.593,0.968,48522, True
GO:1902680," ""positive regulation of RNA biosynthetic process""",0.701, null, null,5.205,-6.565,0.59,0.97,48522, True
GO:0042327," ""positive regulation of phosphorylation""",0.206, null, null,4.673,-1.575,0.586,0.971,48522, True
GO:0031325," ""positive regulation of cellular metabolic process""",1.313, null, null,5.477,-11.015,0.577,0.972,48522, True
GO:0031328," ""positive regulation of cellular biosynthetic process""",0.844, null, null,5.286,-5.484,0.587,0.987,48522, True
GO:1903508," ""positive regulation of nucleic acid-templated transcription""",0.701, null, null,5.205,-6.582,0.589,0.993,48522, True
GO:0071495," ""cellular response to endogenous stimulus""",0.427,4.929,-3.862,4.989,-2.147,0.928,0.341,-1, False
GO:0000165," ""MAPK cascade""",0.09,5.644,-0.353,4.311,-2.418,0.729,0.347,-1, False
GO:0034641," ""cellular nitrogen compound metabolic process""",26.444,-4.621,2.019,6.781,-9.759,0.935,0.348,-1, False
GO:0009719," ""response to endogenous stimulus""",0.539,5.597,-4.079,5.091,-1.332,0.926,0.349,-1, False
GO:0051707," ""response to other organism""",0.596,5.983,-3.755,5.134,-4.056,0.913,0.353,-1, False
GO:0045087," ""innate immune response""",0.135, null, null,4.49,-2.132,0.885,0.868,51707, True
GO:0043207," ""response to external biotic stimulus""",0.596, null, null,5.135,-4.015,0.913,0.977,51707, True
GO:0098542," ""defense response to other organism""",0.515, null, null,5.071,-2.235,0.873,0.98,51707, True
GO:0009607," ""response to biotic stimulus""",0.65,5.843,-3.924,5.172,-3.533,0.925,0.356,-1, False
GO:0009894," ""regulation of catabolic process""",0.358,6.483,3.576,4.913,-2.326,0.723,0.363,-1, False
GO:0042325," ""regulation of phosphorylation""",0.455,6.526,3.137,5.017,-6.154,0.651,0.383,-1, False
GO:0033135," ""regulation of peptidyl-serine phosphorylation""",0.021, null, null,3.682,-2.164,0.702,0.72,42325, True
GO:0043405," ""regulation of MAP kinase activity""",0.066, null, null,4.182,-2.037,0.652,0.785,42325, True
GO:0001933," ""negative regulation of protein phosphorylation""",0.094, null, null,4.333,-4.996,0.61,0.807,42325, True
GO:0010563," ""negative regulation of phosphorus metabolic process""",0.209, null, null,4.68,-3.237,0.61,0.863,42325, True
GO:0042326," ""negative regulation of phosphorylation""",0.106, null, null,4.386,-4.682,0.621,0.891,42325, True
GO:0001932," ""regulation of protein phosphorylation""",0.413, null, null,4.975,-5.467,0.63,0.917,42325, True
GO:0071900," ""regulation of protein serine/threonine kinase activity""",0.226, null, null,4.712,-3.645,0.619,0.927,42325, True
GO:0071901," ""negative regulation of protein serine/threonine kinase activity""",0.052, null, null,4.075,-4.412,0.6,0.941,42325, True
GO:0045936," ""negative regulation of phosphate metabolic process""",0.209, null, null,4.68,-3.237,0.605,0.946,42325, True
GO:0019220," ""regulation of phosphate metabolic process""",0.66, null, null,5.178,-4.735,0.64,0.958,42325, True
GO:0045859," ""regulation of protein kinase activity""",0.337, null, null,4.887,-4.79,0.607,0.96,42325, True
GO:0006469," ""negative regulation of protein kinase activity""",0.073, null, null,4.222,-2.919,0.591,0.964,42325, True
GO:0043549," ""regulation of kinase activity""",0.366, null, null,4.923,-5.289,0.624,0.967,42325, True
GO:0033673," ""negative regulation of kinase activity""",0.081, null, null,4.266,-2.135,0.601,0.978,42325, True
GO:0043412," ""macromolecule modification""",11.107,-2.417,6.459,6.405,-14.672,0.936,0.391,-1, False
GO:0009059," ""macromolecule biosynthetic process""",11.377,-3.56,5.424,6.415,-17.194,0.911,0.394,-1, False
GO:0010467," ""gene expression""",11.566,-2.617,6.487,6.422,-8.559,0.935,0.396,-1, False
GO:0051174," ""regulation of phosphorus metabolic process""",0.66,6.417,2.87,5.178,-4.721,0.7,0.398,-1, False
GO:0051403," ""stress-activated MAPK cascade""",0.018,5.534,-0.86,3.622,-1.844,0.753,0.399,-1, False
GO:0031098," ""stress-activated protein kinase signaling cascade""",0.019,5.767,-0.84,3.637,-1.383,0.752,0.4,-1, False
GO:0019222," ""regulation of metabolic process""",13.185,5.379,2.773,6.479,-15.339,0.659,0.429,-1, False
GO:0007265," ""Ras protein signal transduction""",0.056,5.755,-0.505,4.108,-1.561,0.739,0.43,-1, False
GO:0061614," ""pri-miRNA transcription by RNA polymerase II""",0,-1.982,2.79,1.398,-1.301,0.956,0.432,-1, False
GO:0006950," ""response to stress""",4.522,5.431,-3.7,6.014,-8.876,0.909,0.441,-1, False
GO:0018105," ""peptidyl-serine phosphorylation""",0.066,-0.344,7.662,4.182,-4.775,0.936,0.448,-1, False
GO:0007166," ""cell surface receptor signaling pathway""",0.883,5.552,0.134,5.305,-8.365,0.674,0.456,-1, False
GO:0090304," ""nucleic acid metabolic process""",13.823,-3.774,4.345,6.5,-11.024,0.897,0.458,-1, False
GO:0046777," ""protein autophosphorylation""",0.082,-0.496,7.542,4.273,-1.384,0.936,0.458,-1, False
GO:0019538," ""protein metabolic process""",19.817,-2.703,5.48,6.656,-12.991,0.921,0.467,-1, False
GO:0032268," ""regulation of cellular protein metabolic process""",2.498,5.879,2.771,5.757,-7.205,0.62,0.471,-1, False
GO:0051248," ""negative regulation of protein metabolic process""",0.588, null, null,5.128,-5.58,0.602,0.807,32268, True
GO:0031399," ""regulation of protein modification process""",0.673, null, null,5.187,-5.267,0.665,0.82,32268, True
GO:0018209," ""peptidyl-serine modification""",0.072,-0.302,7.905,4.218,-4.411,0.94,0.481,-1, False
GO:0051246," ""regulation of protein metabolic process""",2.579,5.858,3.214,5.771,-7.245,0.66,0.497,-1, False
GO:0009605," ""response to external stimulus""",1.712,5.636,-3.771,5.593,-6.684,0.918,0.498,-1, False
GO:0044267," ""cellular protein metabolic process""",15.14,-2.746,5.211,6.539,-16.728,0.899,0.514,-1, False
GO:1901362," ""organic cyclic compound biosynthetic process""",9.746,-5.108,4.079,6.348,-8.606,0.927,0.534,-1, False
GO:0019438," ""aromatic compound biosynthetic process""",8.87,-5.308,3.719,6.307,-9.69,0.921,0.539,-1, False
GO:0033554," ""cellular response to stress""",3.091,5.607,-3.538,5.849,-4.701,0.893,0.542,-1, False
GO:0006952," ""defense response""",0.774, null, null,5.248,-2.52,0.915,0.709,33554, True
GO:0006974," ""cellular response to DNA damage stimulus""",2.542, null, null,5.764,-1.343,0.894,0.827,33554, True
GO:0018130," ""heterocycle biosynthetic process""",9.214,-5.287,3.58,6.324,-9.587,0.92,0.545,-1, False
GO:0120036," ""plasma membrane bounded cell projection organization""",0.354,-4.045,-4.413,4.908,-1.519,0.955,0.545,-1, False
GO:0048525," ""negative regulation of viral process""",0.013,4.679,5.99,3.464,-1.88,0.755,0.56,-1, False
GO:0032446," ""protein modification by small protein conjugation""",0.925,-1.171,7.079,5.325,-2.275,0.92,0.561,-1, False
GO:0016567," ""protein ubiquitination""",0.833, null, null,5.28,-1.821,0.921,0.924,32446, True
GO:0044249," ""cellular biosynthetic process""",23.054,-5.208,2.902,6.722,-15.542,0.915,0.578,-1, False
GO:1901576," ""organic substance biosynthetic process""",23.584, null, null,6.732,-15.332,0.923,0.723,44249, True
GO:0070647," ""protein modification by small protein conjugation or removal""",1.191,-1.346,6.907,5.435,-2.501,0.921,0.58,-1, False
GO:0030030," ""cell projection organization""",0.664,-3.748,-4.369,5.181,-1.791,0.955,0.587,-1, False
GO:0016310," ""phosphorylation""",7.82,-2.177,0.966,6.252,-10.533,0.947,0.591,-1, False
GO:0006796," ""phosphate-containing compound metabolic process""",14.031, null, null,6.506,-5.321,0.941,0.738,16310, True
GO:0070723," ""response to cholesterol""",0.003,4.877,-4.492,2.87,-1.645,0.927,0.596,-1, False
GO:0045639," ""positive regulation of myeloid cell differentiation""",0.017,5.103,5.403,3.595,-1.899,0.718,0.596,-1, False
GO:1903706," ""regulation of hemopoiesis""",0.061, null, null,4.142,-1.408,0.788,0.731,45639, True
GO:0045597," ""positive regulation of cell differentiation""",0.146, null, null,4.524,-1.307,0.677,0.793,45639, True
GO:0016070," ""RNA metabolic process""",8.077,-3.759,4.637,6.266,-9.492,0.904,0.599,-1, False
GO:0016197," ""endosomal transport""",0.161,-0.947,-6.235,4.567,-2.317,0.983,0.605,-1, False
GO:0046907," ""intracellular transport""",1.822, null, null,5.62,-1.495,0.983,0.738,16197, True
GO:0031323," ""regulation of cellular metabolic process""",12.635,5.618,2.84,6.461,-15.824,0.589,0.614,-1, False
GO:0051252," ""regulation of RNA metabolic process""",10.078, null, null,6.362,-10.147,0.59,0.806,31323, True
GO:0019219," ""regulation of nucleobase-containing compound metabolic process""",10.21, null, null,6.368,-11.064,0.595,0.809,31323, True
GO:2000112," ""regulation of cellular macromolecule biosynthetic process""",11.418, null, null,6.417,-11.146,0.586,0.83,31323, True
GO:0009889," ""regulation of biosynthetic process""",11.506, null, null,6.42,-11.487,0.599,0.831,31323, True
GO:0010468," ""regulation of gene expression""",11.879, null, null,6.434,-9.75,0.596,0.838,31323, True
GO:0051171," ""regulation of nitrogen compound metabolic process""",12.433, null, null,6.454,-14.474,0.595,0.847,31323, True
GO:0080090," ""regulation of primary metabolic process""",12.507, null, null,6.456,-14.022,0.595,0.848,31323, True
GO:0060255," ""regulation of macromolecule metabolic process""",12.939, null, null,6.471,-14.928,0.593,0.855,31323, True
GO:0010556," ""regulation of macromolecule biosynthetic process""",11.432, null, null,6.417,-11.879,0.593,0.882,31323, True
GO:0031326," ""regulation of cellular biosynthetic process""",11.487, null, null,6.419,-10.783,0.586,0.883,31323, True
GO:0006355," ""regulation of transcription DNA-templated""",9.898, null, null,6.355,-8.932,0.588,0.889,31323, True
GO:2001141," ""regulation of RNA biosynthetic process""",9.906, null, null,6.355,-9.132,0.588,0.892,31323, True
GO:1903506," ""regulation of nucleic acid-templated transcription""",9.898, null, null,6.355,-8.907,0.588,0.901,31323, True
GO:0035556," ""intracellular signal transduction""",3.902,5.536,0.398,5.95,-7.085,0.621,0.617,-1, False
GO:0044271," ""cellular nitrogen compound biosynthetic process""",14.482,-4.655,3.504,6.52,-12.728,0.909,0.619,-1, False
GO:0034645," ""cellular macromolecule biosynthetic process""",11.134,-3.346,4.963,6.406,-16.451,0.888,0.631,-1, False
