TermID, Name, Frequency, PlotX, PlotY, LogSize, Value, Uniqueness, Dispensability, Representative, Eliminated
GO:0031329," ""regulation of cellular catabolic process""",0.311,5.714,2.074,4.852,4,0.82,0.373,-1, False
GO:0034248," ""regulation of cellular amide metabolic process""",1.527,5.705,2.671,5.543,4,0.789,0.466,-1, False
GO:0043618," ""regulation of transcription from RNA polymerase II promoter in response to stress""",0.02,5.695,-0.09,3.662,2,0.799,0.307,-1, False
GO:0051246," ""regulation of protein metabolic process""",2.579,5.674,2.987,5.771,9,0.78,0.326,-1, False
GO:0048519," ""negative regulation of biological process""",2.524,5.578,3.925,5.761,9,0.808,0.333,-1, False
GO:0032268," ""regulation of cellular protein metabolic process""",2.498,5.522,2.831,5.757,8,0.773,0.497,-1, False
GO:0051707," ""response to other organism""",0.596,5.516,-3.524,5.134,6,0.924,0.434,-1, False
GO:0009607," ""response to biotic stimulus""",0.65,5.455,-3.708,5.172,6,0.923,0.438,-1, False
GO:0048583," ""regulation of response to stimulus""",1.204,5.455,4.44,5.44,8,0.822,0.296,-1, False
GO:0031323," ""regulation of cellular metabolic process""",12.635,5.419,3.162,6.461,4,0.731,0.614,-1, False
GO:0051174," ""regulation of phosphorus metabolic process""",0.66,5.418,2.31,5.178,2,0.807,0.405,-1, False
GO:0006357," ""regulation of transcription by RNA polymerase II""",1.728,5.404,2.654,5.597,8,0.784,0.473,-1, False
GO:0040008," ""regulation of growth""",0.175,5.396,5.553,4.602,2,0.852,0.24,-1, False
GO:0007166," ""cell surface receptor signaling pathway""",0.883,5.315,0.52,5.305,3,0.748,0.617,-1, False
GO:0050794," ""regulation of cellular process""",19.762,5.313,3.505,6.655,3,0.75,0.671,-1, False
GO:0035556," ""intracellular signal transduction""",3.902,5.31,0.831,5.95,8,0.706,0.562,-1, False
GO:0007265," ""Ras protein signal transduction""",0.056,5.297,-0.178,4.108,2,0.8,0.337,-1, False
GO:0000165," ""MAPK cascade""",0.09,5.279,-0.003,4.311,2,0.793,0.43,-1, False
GO:0009628," ""response to abiotic stimulus""",0.598,5.275,-3.848,5.136,2,0.924,0.434,-1, False
GO:0048518," ""positive regulation of biological process""",2.158,5.257,3.986,5.693,10,0.811,0,-1, False
GO:0009605," ""response to external stimulus""",1.712,5.242,-3.546,5.593,3,0.916,0.498,-1, False
GO:0019222," ""regulation of metabolic process""",13.185,5.214,3.518,6.479,11,0.764,0.43,-1, False
GO:0032879," ""regulation of localization""",0.712,5.17,4.782,5.212,2,0.831,0.279,-1, False
GO:0033554," ""cellular response to stress""",3.091,5.083,-3.409,5.849,7,0.895,0.585,-1, False
GO:0071495," ""cellular response to endogenous stimulus""",0.427,5.06,-3.947,4.989,2,0.926,0.417,-1, False
GO:0006950," ""response to stress""",4.522,5.042,-3.57,6.014,9,0.907,0,-1, False
GO:0048523," ""negative regulation of cellular process""",2.15,4.941,4.067,5.691,7,0.789,0.319,-1, False
GO:0040012," ""regulation of locomotion""",0.199,4.931,5.531,4.658,2,0.85,0.243,-1, False
GO:0070887," ""cellular response to chemical stimulus""",1.821,4.821,-3.705,5.619,5,0.89,0.502,-1, False
GO:0065008," ""regulation of biological quality""",2.967,4.7,3.504,5.831,2,0.816,0.31,-1, False
GO:0009719," ""response to endogenous stimulus""",0.539,4.69,-3.569,5.091,2,0.924,0.429,-1, False
GO:0050790," ""regulation of catalytic activity""",1.909,4.687,4.404,5.64,4,0.825,0.293,-1, False
GO:0080134," ""regulation of response to stress""",0.341,4.664,5.224,4.892,4,0.83,0.257,-1, False
GO:0051128," ""regulation of cellular component organization""",1,4.66,2.936,5.359,8,0.82,0.29,-1, False
GO:0060759," ""regulation of response to cytokine stimulus""",0.027,4.649,6.328,3.785,2,0.861,0.628,-1, False
GO:0050793," ""regulation of developmental process""",1.284,4.523,3.95,5.468,3,0.821,0.299,-1, False
GO:0035456," ""response to interferon-beta""",0.005,4.49,-4.206,3.054,2,0.931,0.633,-1, False
GO:0042981," ""regulation of apoptotic process""",0.32,4.421,2.354,4.864,5,0.831,0.255,-1, False
GO:0035458," ""cellular response to interferon-beta""",0.004,4.356,-4.04,2.941,2,0.925,0.269,-1, False
GO:0065009," ""regulation of molecular function""",2.07,4.316,3.612,5.675,5,0.823,0.296,-1, False
GO:0051239," ""regulation of multicellular organismal process""",0.553,4.115,4.317,5.102,3,0.836,0.271,-1, False
GO:0008285," ""negative regulation of cell population proliferation""",0.123,4.106,5.149,4.45,2,0.837,0.681,-1, False
GO:0048525," ""negative regulation of viral process""",0.013,4.066,6.551,3.464,2,0.866,0.56,-1, False
GO:0045595," ""regulation of cell differentiation""",0.295,3.976,2.996,4.829,3,0.84,0.253,-1, False
GO:0050792," ""regulation of viral process""",0.027,3.884,6.1,3.798,2,0.872,0.203,-1, False
GO:0022407," ""regulation of cell-cell adhesion""",0.072,3.846,2.017,4.217,2,0.858,0.221,-1, False
GO:0008152," ""metabolic process""",62.634,0.821,-6.451,7.156,12,1,0,-1, False
GO:0006996," ""organelle organization""",4.279,-0.771,-6.048,5.99,10,0.963,0,-1, False
GO:0009987," ""cellular process""",79.11,2.592,-6.236,7.257,8,1,0,-1, False
GO:0008219," ""cell death""",0.256,1.719,-6.369,4.767,8,0.992,0.011,-1, False
GO:0051276," ""chromosome organization""",2.083,-0.692,-5.936,5.678,8,0.964,0.683,-1, False
GO:0006325," ""chromatin organization""",0.761,-0.61,-6.032,5.24,7,0.967,0.69,-1, False
GO:0044419," ""biological process involved in interspecies interaction between organisms""",0.755,0.906,-3.557,5.237,6,1,0,-1, False
GO:0009056," ""catabolic process""",5.897,-5.276,-3.273,6.13,6,0.953,0.102,-1, False
GO:0002376," ""immune system process""",0.876,-5.891,-3.024,5.302,6,1,0,-1, False
GO:0071840," ""cellular component organization or biogenesis""",9.154,0.025,-2.843,6.321,10,0.987,0.018,-1, False
GO:0018209," ""peptidyl-serine modification""",0.072,-0.532,8.353,4.218,3,0.898,0.378,-1, False
GO:0018105," ""peptidyl-serine phosphorylation""",0.066,-0.566,8.152,4.182,2,0.891,0.481,-1, False
GO:0016032," ""viral process""",0.155,1.026,-5.604,4.549,5,1,0,-1, False
GO:0051641," ""cellular localization""",2.368,-2.903,-4.737,5.733,5,0.963,0.014,-1, False
GO:0033036," ""macromolecule localization""",3.582,-3.355,-4.859,5.913,5,0.972,0.368,-1, False
GO:0032502," ""developmental process""",2.266,-5.081,-3.921,5.714,4,1,0,-1, False
GO:0040007," ""growth""",0.122,1.509,-4.628,4.447,3,1,0,-1, False
GO:0007275," ""multicellular organism development""",1.649,-1.1,-2.105,5.576,2,0.984,0.491,-1, False
GO:0018205," ""peptidyl-lysine modification""",0.449,-1.161,7.734,5.011,2,0.878,0.554,-1, False
GO:0001816," ""cytokine production""",0.003,-1.522,-0.74,2.832,3,0.932,0.266,-1, False
GO:0009057," ""macromolecule catabolic process""",2.208,-1.526,8.302,5.703,4,0.894,0.18,-1, False
GO:0044265," ""cellular macromolecule catabolic process""",1.526,-1.537,8.015,5.543,3,0.877,0.689,-1, False
GO:0032446," ""protein modification by small protein conjugation""",0.925,-1.594,7.467,5.325,6,0.873,0.483,-1, False
GO:0070647," ""protein modification by small protein conjugation or removal""",1.191,-1.778,7.398,5.435,7,0.869,0.244,-1, False
GO:0018193," ""peptidyl-amino acid modification""",2.741,-2.047,7.018,5.797,5,0.853,0.652,-1, False
GO:0051179," ""localization""",19.753,-2.228,-2.855,6.655,2,1,0,-1, False
GO:0006468," ""protein phosphorylation""",4.24,-2.256,6.556,5.986,6,0.831,0.58,-1, False
GO:0061614," ""pri-miRNA transcription by RNA polymerase II""",0,-2.346,2.582,1.398,2,0.913,0.432,-1, False
GO:0043412," ""macromolecule modification""",11.107,-2.442,6.983,6.405,9,0.881,0.391,-1, False
GO:0010467," ""gene expression""",11.566,-2.627,7.029,6.422,12,0.88,0.396,-1, False
GO:0009059," ""macromolecule biosynthetic process""",11.377,-2.788,5.298,6.415,10,0.833,0.513,-1, False
GO:0065007," ""biological regulation""",22.821,-0.934,-3.754,6.717,3,1,0,-1, False
GO:0044267," ""cellular protein metabolic process""",15.14,-2.89,5.708,6.539,12,0.824,0.428,-1, False
GO:0016310," ""phosphorylation""",7.82,-2.895,0.004,6.252,4,0.905,0.591,-1, False
GO:0008104," ""protein localization""",3.007,-3.139,-5.013,5.837,3,0.973,0.381,-1, False
GO:0019538," ""protein metabolic process""",19.817,-2.97,5.926,6.656,10,0.847,0.467,-1, False
GO:0034645," ""cellular macromolecule biosynthetic process""",11.134,-3.106,4.949,6.406,10,0.801,0.631,-1, False
GO:0071705," ""nitrogen compound transport""",4.575,-3.16,-4.77,6.019,3,0.971,0.406,-1, False
GO:0044260," ""cellular macromolecule metabolic process""",25.538,-3.157,4.661,6.766,12,0.838,0.269,-1, False
GO:0016477," ""cell migration""",0.206,-3.633,-4.571,4.673,3,0.972,0.262,-1, False
GO:0008283," ""cell population proliferation""",0.101,3.299,-6.047,4.362,2,0.993,0.01,-1, False
GO:0016049," ""cell growth""",0.04,2.252,-5.508,3.962,2,0.993,0.009,-1, False
GO:0006351," ""transcription DNA-templated""",2.005,-3.5,5.269,5.661,8,0.801,0.014,-1, False
GO:0006259," ""DNA metabolic process""",5.371,-3.553,5.595,6.089,3,0.808,0.627,-1, False
GO:0019058," ""viral life cycle""",0.126,0.119,-4.452,4.458,2,1,0,-1, False
GO:1901566," ""organonitrogen compound biosynthetic process""",15.347,-3.797,3.741,6.545,3,0.834,0.634,-1, False
GO:0006396," ""RNA processing""",3.789,-3.903,5.196,5.938,4,0.816,0.644,-1, False
GO:0032774," ""RNA biosynthetic process""",2.234,-3.937,5.095,5.708,8,0.81,0.655,-1, False
GO:0016070," ""RNA metabolic process""",8.077,-3.979,4.923,6.266,10,0.806,0.569,-1, False
GO:0090304," ""nucleic acid metabolic process""",13.823,-4.009,4.623,6.5,10,0.796,0.653,-1, False
GO:0016071," ""mRNA metabolic process""",1.124,-4.042,5.872,5.41,4,0.846,0.551,-1, False
GO:0006397," ""mRNA processing""",0.87,-4.101,5.627,5.298,3,0.847,0.64,-1, False
GO:0008380," ""RNA splicing""",0.61,-4.235,5.709,5.145,3,0.853,0.514,-1, False
GO:1901362," ""organic cyclic compound biosynthetic process""",9.746,-4.253,3.448,6.348,8,0.846,0.577,-1, False
GO:0043933," ""protein-containing complex subunit organization""",1.733,-0.855,-5.957,5.598,2,0.967,0.665,-1, False
GO:1901576," ""organic substance biosynthetic process""",23.584,-4.299,2.049,6.732,5,0.855,0.623,-1, False
GO:1901360," ""organic cyclic compound metabolic process""",22.607,-4.316,-0.14,6.713,11,0.917,0.168,-1, False
GO:0034654," ""nucleobase-containing compound biosynthetic process""",6.681,-4.621,4.038,6.184,8,0.816,0.678,-1, False
GO:0044271," ""cellular nitrogen compound biosynthetic process""",14.482,-4.675,3.742,6.52,10,0.815,0.387,-1, False
GO:1901564," ""organonitrogen compound metabolic process""",32.36,-4.692,2.397,6.869,10,0.881,0.348,-1, False
GO:0043170," ""macromolecule metabolic process""",34.507,-4.782,0.623,6.897,12,0.906,0.211,-1, False
GO:0006139," ""nucleobase-containing compound metabolic process""",18.964,-4.802,3.613,6.637,10,0.817,0.544,-1, False
GO:0006518," ""peptide metabolic process""",5.991,-4.835,5.264,6.137,3,0.863,0.412,-1, False
GO:0019438," ""aromatic compound biosynthetic process""",8.87,-5.007,3.561,6.307,8,0.838,0.581,-1, False
GO:0051674," ""localization of cell""",0.572,-2.807,-5.084,5.117,2,0.969,0.292,-1, False
GO:0018130," ""heterocycle biosynthetic process""",9.214,-5.113,3.632,6.324,8,0.837,0.587,-1, False
GO:0046907," ""intracellular transport""",1.822,-3.182,-4.518,5.62,2,0.964,0.336,-1, False
GO:0044238," ""primary metabolic process""",49.956,-5.463,-0.557,7.058,12,0.917,0.271,-1, False
GO:0034641," ""cellular nitrogen compound metabolic process""",26.444,-5.538,2.425,6.781,11,0.878,0.226,-1, False
GO:0043603," ""cellular amide metabolic process""",6.951,-5.619,4.546,6.201,3,0.877,0.426,-1, False
GO:0071704," ""organic substance metabolic process""",55.166,-5.642,-0.176,7.101,12,0.914,0.078,-1, False
GO:0040011," ""locomotion""",0.96,-4.263,-3.014,5.341,2,1,0,-1, False
GO:0006807," ""nitrogen compound metabolic process""",45.593,-5.899,-0.692,7.018,12,0.92,0.253,-1, False
GO:0009058," ""biosynthetic process""",24.708,-5.936,-1.714,6.752,10,0.934,0.175,-1, False
GO:0044237," ""cellular metabolic process""",51.477,-5.973,-0.266,7.071,12,0.911,0.278,-1, False
GO:0046483," ""heterocycle metabolic process""",21.847,-6.012,1.147,6.698,11,0.902,0.165,-1, False
GO:0006725," ""cellular aromatic compound metabolic process""",21.889,-6.243,1.436,6.699,11,0.902,0.226,-1, False
GO:0006793," ""phosphorus metabolic process""",14.335,-6.674,0.986,6.515,6,0.912,0.186,-1, False
