TermID, Name, Frequency, PlotX, PlotY, LogSize, Value, Uniqueness, Dispensability, Representative, Eliminated
GO:0019221," ""cytokine-mediated signaling pathway""",0.104, null, null,4.376,-1.878,0.655,0.955,71310, True
GO:0006915," ""apoptotic process""",0.218,-7.338,2.313,4.699,-3.318,0.963,0.009,-1, False
GO:0097191," ""extrinsic apoptotic signaling pathway""",0.015, null, null,3.537,-1.558,0.728,0.802,6915, True
GO:0012501," ""programmed cell death""",0.248, null, null,4.753,-3.089,0.963,0.982,6915, True
GO:0008219," ""cell death""",0.256,-1.74,6.359,4.767,-3.368,0.994,0.009,-1, False
GO:0051276," ""chromosome organization""",2.083,3.425,5.548,5.678,-2.056,0.957,0.011,-1, False
GO:0070647," ""protein modification by small protein conjugation or removal""",1.191,2.575,-7.431,5.435,-1.777,0.891,0.012,-1, False
GO:0071840," ""cellular component organization or biogenesis""",9.154,0.898,4.91,6.321,-1.752,0.989,0.016,-1, False
GO:0044237," ""cellular metabolic process""",51.477,5.944,0.6,7.071,-11.19,0.917,0.069,-1, False
GO:0009058," ""biosynthetic process""",24.708,5.623,3.234,6.752,-3.851,0.941,0.17,-1, False
GO:0034641," ""cellular nitrogen compound metabolic process""",26.444,5.837,-2.078,6.781,-4.883,0.895,0.175,-1, False
GO:0006793," ""phosphorus metabolic process""",14.335,4.026,1.755,6.515,-1.816,0.926,0.197,-1, False
GO:0043170," ""macromolecule metabolic process""",34.507,4.243,-1.187,6.897,-9.318,0.916,0.202,-1, False
GO:1901360," ""organic cyclic compound metabolic process""",22.607,2.55,-1.034,6.713,-2.452,0.927,0.209,-1, False
GO:1901576," ""organic substance biosynthetic process""",23.584,3.47,-2.53,6.732,-4.024,0.893,0.213,-1, False
GO:0044249," ""cellular biosynthetic process""",23.054, null, null,6.722,-3.735,0.884,0.723,1901576, True
GO:0046483," ""heterocycle metabolic process""",21.847,6.546,-0.596,6.698,-3.044,0.917,0.226,-1, False
GO:0006725," ""cellular aromatic compound metabolic process""",21.889,6.733,-1.088,6.699,-2.996,0.917,0.226,-1, False
GO:0044260," ""cellular macromolecule metabolic process""",25.538,4.072,-3.922,6.766,-9.903,0.86,0.24,-1, False
GO:0002682," ""regulation of immune system process""",0.288,-5.874,-2.63,4.818,-1.643,0.797,0.241,-1, False
GO:0006807," ""nitrogen compound metabolic process""",45.593,5.951,1.341,7.018,-8.604,0.927,0.241,-1, False
GO:0042981," ""regulation of apoptotic process""",0.32,-3.894,-3.42,4.864,-2.971,0.766,0.243,-1, False
GO:0010942," ""positive regulation of cell death""",0.101, null, null,4.362,-2.332,0.685,0.888,42981, True
GO:0043067," ""regulation of programmed cell death""",0.332, null, null,4.88,-2.597,0.766,0.98,42981, True
GO:0080134," ""regulation of response to stress""",0.341,-3.8,-5.565,4.892,-2.916,0.76,0.245,-1, False
GO:0080135," ""regulation of cellular response to stress""",0.182, null, null,4.619,-2.126,0.766,0.728,80134, True
GO:0009966," ""regulation of signal transduction""",0.89, null, null,5.308,-2.387,0.711,0.84,80134, True
GO:0048585," ""negative regulation of response to stimulus""",0.42, null, null,4.983,-1.457,0.731,0.857,80134, True
GO:0009968," ""negative regulation of signal transduction""",0.342, null, null,4.893,-1.318,0.724,0.88,80134, True
GO:0023057," ""negative regulation of signaling""",0.355, null, null,4.909,-2.074,0.75,0.883,80134, True
GO:0010648," ""negative regulation of cell communication""",0.356, null, null,4.91,-2.105,0.743,0.884,80134, True
GO:0010941," ""regulation of cell death""",0.357,-5.957,-3.291,4.912,-2.627,0.786,0.246,-1, False
GO:0044238," ""primary metabolic process""",49.956,5.337,0.991,7.058,-7.548,0.924,0.257,-1, False
GO:0010646," ""regulation of cell communication""",0.982,-5.607,-3.833,5.351,-2.627,0.764,0.274,-1, False
GO:0023051," ""regulation of signaling""",0.987,-5.408,-4.748,5.353,-2.552,0.771,0.274,-1, False
GO:0071704," ""organic substance metabolic process""",55.166,5.305,0.347,7.101,-9.355,0.92,0.278,-1, False
GO:0048583," ""regulation of response to stimulus""",1.204,-4.869,-5.083,5.44,-4.133,0.766,0.28,-1, False
GO:0051128," ""regulation of cellular component organization""",1,-4.014,-4.28,5.359,-2.551,0.763,0.282,-1, False
GO:0006139," ""nucleobase-containing compound metabolic process""",18.964,5.464,-3.044,6.637,-3.527,0.882,0.286,-1, False
GO:0043618," ""regulation of transcription from RNA polymerase II promoter in response to stress""",0.02,-4.982,-0.342,3.662,-1.302,0.708,0.291,-1, False
GO:0048518," ""positive regulation of biological process""",2.158,-4.636,-4.5,5.693,-3.361,0.751,0.3,-1, False
GO:0048523," ""negative regulation of cellular process""",2.15,-4.196,-4.929,5.691,-1.93,0.709,0.319,-1, False
GO:0048519," ""negative regulation of biological process""",2.524,-5.2,-4.204,5.761,-1.975,0.746,0.325,-1, False
GO:1901564," ""organonitrogen compound metabolic process""",32.36,4.855,-2.837,6.869,-3.673,0.897,0.348,-1, False
GO:0051707," ""response to other organism""",0.596,-5.093,3.105,5.134,-3.489,0.86,0.353,-1, False
GO:0032496," ""response to lipopolysaccharide""",0.036, null, null,3.913,-3.346,0.825,0.78,51707, True
GO:0002237," ""response to molecule of bacterial origin""",0.042, null, null,3.984,-3.504,0.829,0.812,51707, True
GO:0043207," ""response to external biotic stimulus""",0.596, null, null,5.135,-3.457,0.86,0.977,51707, True
GO:0045859," ""regulation of protein kinase activity""",0.337,-4.657,-2.995,4.887,-1.774,0.727,0.356,-1, False
GO:0043549," ""regulation of kinase activity""",0.366, null, null,4.923,-1.899,0.726,0.967,45859, True
GO:0009607," ""response to biotic stimulus""",0.65,-4.732,3.437,5.172,-3.397,0.886,0.356,-1, False
GO:0043412," ""macromolecule modification""",11.107,2.706,-6.458,6.405,-7.73,0.899,0.391,-1, False
GO:0010467," ""gene expression""",11.566,3.284,-6.604,6.422,-3.55,0.899,0.396,-1, False
GO:0044267," ""cellular protein metabolic process""",15.14,3.881,-4.683,6.539,-6.389,0.851,0.428,-1, False
GO:0019222," ""regulation of metabolic process""",13.185,-4.775,-4.045,6.479,-2.537,0.685,0.429,-1, False
GO:0006950," ""response to stress""",4.522,-4.743,2.988,6.014,-5.178,0.863,0.441,-1, False
GO:0019538," ""protein metabolic process""",19.817,4.086,-5.115,6.656,-4.31,0.873,0.467,-1, False
GO:0045602," ""negative regulation of endothelial cell differentiation""",0.001,-3.1,-7.098,2.486,-1.613,0.83,0.476,-1, False
GO:0032446," ""protein modification by small protein conjugation""",0.925,2.269,-7.549,5.325,-1.519,0.895,0.483,-1, False
GO:0033554," ""cellular response to stress""",3.091,-4.767,2.719,5.849,-5.502,0.853,0.542,-1, False
GO:0016070," ""RNA metabolic process""",8.077,4.721,-5.11,6.266,-3.291,0.875,0.569,-1, False
GO:0034645," ""cellular macromolecule biosynthetic process""",11.134,3.603,-4.991,6.406,-4.084,0.853,0.578,-1, False
GO:0006468," ""protein phosphorylation""",4.24,3.103,-5.984,5.986,-1.708,0.859,0.58,-1, False
GO:0006464," ""cellular protein modification process""",8.917, null, null,6.309,-6.917,0.849,0.789,6468, True
GO:0036211," ""protein modification process""",8.917, null, null,6.309,-6.917,0.865,0.808,6468, True
GO:0009059," ""macromolecule biosynthetic process""",11.377,3.696,-5.901,6.415,-4.071,0.874,0.582,-1, False
GO:2000112," ""regulation of cellular macromolecule biosynthetic process""",11.418,-4.843,-3.679,6.417,-2.279,0.613,0.583,-1, False
GO:0051252," ""regulation of RNA metabolic process""",10.078, null, null,6.362,-1.697,0.618,0.81,2000112, True
GO:0019219," ""regulation of nucleobase-containing compound metabolic process""",10.21, null, null,6.368,-1.969,0.624,0.812,2000112, True
GO:0009889," ""regulation of biosynthetic process""",11.506, null, null,6.42,-2.491,0.626,0.812,2000112, True
GO:0010468," ""regulation of gene expression""",11.879, null, null,6.434,-2.104,0.623,0.828,2000112, True
GO:0031323," ""regulation of cellular metabolic process""",12.635, null, null,6.461,-1.598,0.616,0.838,2000112, True
GO:0060255," ""regulation of macromolecule metabolic process""",12.939, null, null,6.471,-1.492,0.62,0.855,2000112, True
GO:0031326," ""regulation of cellular biosynthetic process""",11.487, null, null,6.419,-2.317,0.614,0.883,2000112, True
GO:0010556," ""regulation of macromolecule biosynthetic process""",11.432, null, null,6.417,-2.295,0.619,0.883,2000112, True
GO:0035556," ""intracellular signal transduction""",3.902,-4.928,-1.227,5.95,-3.663,0.606,0.585,-1, False
GO:0044271," ""cellular nitrogen compound biosynthetic process""",14.482,5.522,-3.671,6.52,-2.519,0.869,0.623,-1, False
GO:1901700," ""response to oxygen-containing compound""",0.566,-4.289,3.245,5.112,-3.366,0.84,0.647,-1, False
GO:0006796," ""phosphate-containing compound metabolic process""",14.031,3.144,0.764,6.506,-1.509,0.918,0.649,-1, False
GO:0090304," ""nucleic acid metabolic process""",13.823,4.637,-4.416,6.5,-3.842,0.86,0.653,-1, False
GO:0006996," ""organelle organization""",4.279,3.31,5.64,5.99,-1.49,0.956,0.683,-1, False
GO:0016043," ""cellular component organization""",7.49, null, null,6.234,-1.7,0.956,0.756,6996, True
GO:0006325," ""chromatin organization""",0.761,3.132,5.615,5.24,-1.947,0.961,0.69,-1, False
GO:0051338," ""regulation of transferase activity""",0.415,-4.444,-5.757,4.977,-1.322,0.788,0.695,-1, False
